player_id,first_name,last_name,hand,birth_date,country_code
200151,Ada,Bakker,U,19480408.0,NED
200152,Gail,Benedetti,R,19450403.0,FRA
200157,Lynne,Nette,U,19420526.0,AUS
200158,Carol,Zeeman,U,19461020.0,AUS
200159,Rosie,Casals,R,19480916.0,USA
200160,Judy,Dalton,U,19371212.0,AUS
200162,Judith,Salome,U,19490210.0,NED
200165,Lany,Kaligis,U,19490422.0,INA
200168,Karen,Krantzcke,R,19470201.0,AUS
200170,Beverley,Rae,U,19291116.0,AUS
200171,Janet,Young,U,19511022.0,AUS
200175,Mary Ann,Beattie,U,19461125.0,USA
200176,Kerry,Reid,R,19470807.0,AUS
200179,Barbara,Hawcroft,U,19501013.0,AUS
200180,Astrid,Suurbeck,U,19470215.0,NED
200183,Elena,Subirats,U,19471230.0,MEX
200184,Helen,Cawley,U,19461223.0,AUS
200185,Lesley,Hunt,U,19500529.0,AUS
200188,Helen,Amos,U,19480630.0,AUS
200190,Billie Jean,King,R,19431122.0,USA
200193,Ann,Jones,L,19381017.0,GBR
200194,Francoise,Durr,R,19421225.0,FRA
200196,Kerryl,Chute,U,19450420.0,AUS
200197,Pamela,Brand,U,19441205.0,AUS
200200,Norma,Marsh,U,19360113.0,AUS
200203,Vicki,Lancaster Kerr,U,19510126.0,AUS
200209,Wendy,Turnbull,U,19521126.0,AUS
200211,Winnie,Wooldridge,U,19470118.0,GBR
200212,Elizabeth,Allan,R,19461128.0,AUS
200213,Jan,Oneill,U,19410709.0,AUS
200214,Christina,Sandberg,U,19480111.0,SWE
200217,Adrienne,Avis,U,19501115.0,AUS
200219,Patricia,Coleman,U,19530513.0,AUS
200220,Patti,Hogan,U,19491221.0,USA
200221,Dianne,Balestrat,U,19560810.0,AUS
200223,Sharon,Walsh Pete,R,19520224.0,USA
200225,Helen,Worland,R,19500428.0,AUS
200226,Mona,Guerrant,U,19481128.0,USA
200228,Olga,Morozova,U,19490222.0,URS
200232,Ann,Lebedeff,U,19510504.0,USA
200233,Christine,Dorey,U,19511029.0,AUS
200234,Pam,Whytcross,U,19531125.0,AUS
200237,Virginia,Wade,R,19450710.0,GBR
200238,Nathalie,Fuchs,U,19520903.0,FRA
200240,Eugenia,Birioukova,U,19521218.0,AZE
200241,Duk Hee,Lee,U,19530713.0,KOR
200243,Glynis,Coles,U,19540220.0,GBR
200245,Soon Oh,Lee,U,19531004.0,KOR
200247,Dorte,Ekner,U,19510502.0,DEN
200250,Lindsay,Blachford,U,19530406.0,GBR
200251,Kazuko,Sawamatsu,U,19510105.0,JPN
200252,Monique,Van Haver,U,19480831.0,BEL
200253,Kiyoko,Nomura,U,19541117.0,JPN
200254,Michele,Gurdal,U,19521130.0,BEL
200255,Lesley,Charles,U,19520715.0,GBR
200256,Chris,Oneil,R,19560319.0,AUS
200258,Jeong Soon,Yang,U,19470226.0,KOR
200259,Chris,Evert,R,19541221.0,USA
200260,Katerleen,Szeman,U,19561127.0,HUN
200261,Toshiko,Sade,U,19470308.0,JPN
200262,Jenny,Walker,U,19560409.0,AUS
200263,Janet,Wright,U,19530806.0,USA
200264,Helena,Anliot,U,19560926.0,SWE
200265,Lindsey,Beaven,U,19500101.0,GBR
200266,Sue,Barker,R,19560419.0,GBR
200269,Jill,Schwikert,U,19540519.0,USA
200270,Nellemieke,Brouwer,U,19520101.0,NED
200271,Margareta,Forsgardh,U,19510320.0,SWE
200272,Brenda,Dale,U,19410917.0,AUS
200273,Nerida,Gregory,U,19560513.0,AUS
200274,Julie,Heldman,U,19451208.0,USA
200275,Ann,Kiyomura Hayashi,R,19550822.0,USA
200280,Joy,Schwikert,U,19540519.0,USA
200281,Jackie,Fayter,U,19510610.0,GBR
200282,Jenny,Dimond,U,19551113.0,AUS
200283,Pam,Teeguarden,U,19510417.0,USA
200284,Nora,Lauteslager,U,19510222.0,NED
200285,Mimi,Wikstedt,U,19540430.0,SWE
200286,Peggy,Michel,U,19490202.0,USA
200288,Sue,Mappin,R,19470711.0,GBR
200290,Deborah,Fiuza,U,19540819.0,POR
200291,Diane,Evers,U,19561109.0,AUS
200293,Martina,Navratilova,L,19561018.0,USA
200296,Belinda,Thompson,U,19560503.0,GBR
200297,Natasha,Chmyreva,U,19580528.0,URS
200298,Laura,Du Pont,U,19490504.0,USA
200299,Kaye,Hallam,U,19570324.0,AUS
200300,Sally,Greer,U,19550325.0,USA
200302,Linda,Mottram,U,19570517.0,GBR
200305,Carol,Draper,U,19550720.0,AUS
200306,Jan,Wilton,U,19570430.0,AUS
200308,Kym,Ruddell,U,19550719.0,AUS
200311,Cecilia,Martinez,U,19470524.0,USA
200312,Frederique,Thibault,U,19540602.0,FRA
200313,Lotta,Stenberg,U,19570212.0,SWE
200314,Brigitte,Simon Glinel,U,19561101.0,FRA
200315,Nina,Bohm,U,19580430.0,SWE
200316,Heidi,Eisterlehner,R,19491025.0,GER
200317,Helga,Masthoff,U,19411111.0,FRG
200318,Michelle,Tyler,U,19580708.0,GBR
200319,Cathy,Griffiths,U,19560905.0,AUS
200320,Renata,Tomanova,U,19541209.0,GER
200321,Elisabeth,Ekblom,U,19580210.0,SWE
200323,Rene,Blount,U,19570512.0,USA
200324,Beth,Norton,U,19570613.0,USA
200325,Leanne,Harrison Austin,U,19580410.0,AUS
200326,Naoko,Sato,U,19550102.0,JPN
200327,Birgitte,Hermansen,U,19560315.0,DEN
200328,Patricia,Bostrom,U,19511125.0,USA
200329,Mary,Sawyer,U,19570611.0,AUS
200330,Sue,Saliba,U,19571014.0,AUS
200331,Kim,Sands,U,19561011.0,USA
200332,Amanda,Tobin Dingwall,R,19600608.0,AUS
200333,Betsy,Nagelsen,R,19561023.0,USA
200334,Sabina,Simmonds,R,19600417.0,ITA
200335,Judy,Chaloner,U,19531118.0,NZL
200336,Keryn,Pratt,U,19590620.0,AUS
200337,Virginia,Ruzici,R,19550131.0,ROU
200338,Elizabeth,Little,U,19601003.0,AUS
200339,Linda,Cassell,R,19620424.0,AUS
200340,Marcella,Mesker,U,19590523.0,NED
200341,Jutta,Diesslin,U,19551012.0,FRG
200342,Chris,Newton,U,19560213.0,NZL
200343,Susan,Leo,U,19620810.0,AUS
200344,Barbara,Jordan,R,19570402.0,USA
200345,Brenda,Catton,U,19620104.0,AUS
200346,Anne,Minter,U,19630403.0,AUS
200347,Bernadette,Randall,U,19650927.0,AUS
200348,Hana,Mandlikova,R,19620219.0,AUS
200349,Dianne,Morrison,U,19580811.0,USA
200350,Felicia,Hutnick,U,19570720.0,USA
200351,Lindsay,Morse,U,19550124.0,USA
200352,Greer,Stevens,U,19570215.0,RSA
200353,Lele,Forood,U,19560910.0,USA
200354,Claudia,Kohde Kilsch,R,19631211.0,GER
200355,Diane,Desfor,U,19550615.0,USA
200356,Betty,Stove,U,19450624.0,NED
200357,Rosalyn,Nideffer,R,19601102.0,USA
200358,Marcie,Harper,U,19530910.0,USA
200359,Christiane,Jolissaint,U,19610912.0,SUI
200360,Pam,Shriver,R,19620704.0,USA
200361,Marie,Pinterova,U,19460816.0,HUN
200362,Liz,Smylie,U,19630411.0,AUS
200363,Hana,Strachonova,U,19610102.0,SUI
200364,Barbara,Hallquist,U,19570501.0,USA
200365,Tanya,Harford,U,19581128.0,RSA
200366,Sylvia,Hanika,U,19591130.0,GER
200367,Nanette,Schutte,U,19620406.0,NED
200368,Miranda,Yates,U,19631208.0,AUS
200369,Candy,Reynolds,U,19550324.0,USA
200370,Marie Christine,Calleja,U,19640114.0,FRA
200371,Mima,Jausovec,U,19560720.0,SLO
200372,Bettina,Bunge,U,19630613.0,GER
200373,Bonnie,Gadusek,U,19630911.0,USA
200374,Helga,Lutten,R,19610727.0,GER
200375,Barbara,Potter,U,19611022.0,USA
200376,Katerina,Bohmova,L,19580122.0,CZE
200377,Helena,Sukova,R,19650223.0,CZE
200378,Anne,Smith,R,19590701.0,USA
200379,Paula,Smith,U,19570110.0,USA
200380,Nancy,Yeargin,U,19550522.0,USA
200381,Andrea,Jaeger,U,19650604.0,USA
200382,Isabelle,Villiger,U,19621124.0,SUI
200383,Anne,Hobbs,U,19590821.0,GBR
200384,Eva,Pfaff,U,19610210.0,GER
200385,Brenda,Remilton,U,19560224.0,AUS
200386,Corinne,Vanier,U,19630920.0,FRA
200387,Anne,White,U,19610928.0,USA
200388,Leslie,Allen,U,19570312.0,USA
200389,Kathy,Jordan,U,19591203.0,USA
200390,Mary Lou,Daniels,R,19610806.0,USA
200391,Sherry,Acker,U,19590606.0,USA
200392,Jo,Durie,R,19600727.0,GBR
200393,Lea,Antonoplis,U,19590120.0,USA
200394,Marjorie,Blackwood,U,19570501.0,CAN
200395,Catherine,Tanvier,U,19650528.0,FRA
200396,Kim,Steinmetz,U,19571222.0,USA
200397,Tracy,Austin,R,19621212.0,USA
200398,Iva,Budarova,U,19600731.0,TCH
200399,Jennifer,Mundel,U,19620120.0,RSA
200400,Kate,Latham,U,19521025.0,USA
200401,Manuela,Maleeva Fragniere,R,19670214.0,SUI
200402,Wendy,Prausa,R,19600929.0,USA
200403,Andrea,Leand,U,19640118.0,USA
200404,Zina,Garrison,U,19631116.0,USA
200405,Susan,Mascarin,U,19640628.0,USA
200406,Claudia,Monteiro,U,19610508.0,BRA
200407,Camille,Benjamin,U,19660602.0,USA
200408,Alycia,Moulton,U,19610218.0,USA
200409,Petra,Delhees Jauch,L,19590328.0,SUI
200410,Yvonne,Vermaak,R,19561218.0,RSA
200411,Jane,Preyer,U,19531206.0,USA
200412,Vicki,Nelson Dunbar,U,19620925.0,USA
200413,Heather,Ludloff,U,19610611.0,USA
200414,Steffi,Graf,R,19690614.0,GER
200415,Catherine,Suire,U,19590915.0,FRA
200416,Robin,White,U,19631210.0,USA
200417,Gigi,Fernandez,U,19640222.0,USA
200418,Amanda,Brown,U,19650502.0,GBR
200419,Kathy,Rinaldi Stunkel,U,19670324.0,USA
200420,Anna Maria,Fernandez,U,19601022.0,USA
200421,Pascale,Paradis Mangon,R,19660424.0,FRA
200422,Raffaella,Reggi Concato,U,19651127.0,ITA
200423,Carling,Bassett Seguso,U,19671009.0,CAN
200424,Etsuko,Inoue,U,19641018.0,JPN
200425,Sophie,Amiach,U,19631110.0,FRA
200426,Kim,Staunton,U,19660324.0,AUS
200427,Beth,Herr,U,19640528.0,USA
200428,Lori,Mcneil,U,19631218.0,USA
200429,Elizabeth,Minter,U,19650823.0,AUS
200430,Marcela,Skuherska,U,19610214.0,TCH
200431,Lilian,Kelaidis,U,19650523.0,SUI
200432,Laura,Bernstein,U,19630317.0,USA
200433,Kim,Jones Shaefer,R,19570928.0,USA
200434,Shelley,Solomon,U,19630619.0,USA
200435,Barbara,Gerken,U,19640703.0,USA
200436,Carina,Karlsson,U,19630911.0,SWE
200437,Annabel,Croft,U,19660712.0,GBR
200438,Michaela,Washington,U,19660227.0,USA
200439,Jenny,Byrne,U,19670225.0,AUS
200440,Shawn,Foltz,U,19671221.0,USA
200441,Louise,Field,U,19670225.0,AUS
200442,Andrea,Temesvari,R,19660426.0,HUN
200443,Sara,Gomer,U,19640513.0,GBR
200444,Elise,Burgin,U,19620305.0,USA
200445,Svetlana,Cherneva,U,19621008.0,RUS
200446,Colleen,Carney,U,19670123.0,AUS
200447,Adriana,Villagran Reami,U,19560807.0,ARG
200448,Sandy,Collins,U,19581013.0,USA
200449,Petra,Keppeler,U,19650322.0,GER
200450,Larisa,Savchenko,U,19660721.0,URS
200451,Beverly,Mould,U,19620313.0,RSA
200452,Tine,Scheuer Larsen,U,19660313.0,DEN
200453,Catarina,Lindqvist Ryan,U,19630613.0,SWE
200454,Myriam,Schropp,U,19660429.0,GER
200455,Katerina,Maleeva,U,19690507.0,BUL
200456,Masako,Yanagi,U,19591111.0,JPN
200457,Andrea,Holikova,U,19680115.0,TCH
200458,Rebecca,Bryant,U,19631220.0,AUS
200459,Linda,Gates,U,19691224.0,USA
200460,Regina,Marsikova,U,19581211.0,CZE
200461,Lisa,Spain Short,R,19620714.0,USA
200462,Belinda,Cordwell,U,19650921.0,NZL
200463,Terry,Holladay,U,19551128.0,USA
200464,Ann,Henricksson,U,19591031.0,USA
200465,Lisa,Bonder Kreiss,R,19651016.0,USA
200466,Molly,Van Nostrand,U,19650312.0,USA
200467,Janine,Tremelling,U,19670912.0,AUS
200468,Hu,Na,U,19630416.0,USA
200469,Nicole,Bradtke,U,19690922.0,AUS
200470,Dee Ann,Hansel,U,19620611.0,USA
200471,Jamie,Golder,U,19620121.0,USA
200472,Helen,Kelesi,U,19691115.0,CAN
200473,Beverly,Bowes Hackney,R,19650909.0,USA
200474,Louise,Allen,U,19620107.0,USA
200475,Lisa,Oneill,U,19680808.0,AUS
200476,Cammy,Macgregor,U,19681011.0,USA
200477,Susan,Rimes,U,19590415.0,USA
200478,Caryn,Copeland Wilson,U,19610314.0,USA
200479,Emiko,Okagawa,U,19641226.0,JPN
200480,Claudia,Porwik,U,19681114.0,GER
200481,Elna,Reinach,U,19681202.0,RSA
200482,Judith,Wiesner,R,19660302.0,AUT
200483,Kumiko,Okamoto,U,19650219.0,JPN
200484,Ann,Devries,U,19700227.0,BEL
200485,Manon,Bollegraf,U,19640410.0,NED
200486,Csilla,Cserepy,U,19660329.0,SUI
200487,Eva,Krapl,U,19660116.0,SUI
200488,Alison,Scott,U,19680208.0,AUS
200489,Yukie,Koizumi,U,19580124.0,JPN
200490,Michaela,Pazderova,U,19630121.0,TCH
200491,Christina,Singer,U,19680727.0,GER
200492,Tina,Mochizuki,R,19521124.0,USA
200493,Marianne,Van Der Torre,U,19610818.0,NED
200494,Dianne,Van Rensburg,U,19680304.0,RSA
200495,Akiko,Kijimuta,U,19680501.0,JPN
200496,Terry,Phelps,U,19661218.0,USA
200497,Patricia,Hy Boulais,U,19650822.0,CAN
200498,Michelle,Jaggard Lai,U,19690506.0,AUS
200499,Sally,Mccann,U,19690430.0,AUS
200500,Pilar,Vasquez,U,19630515.0,PER
200501,Marianne,Werdel Witmeyer,U,19671017.0,USA
200502,Andrea,Betzner,U,19660710.0,GER
200503,Gretchen,Magers,R,19640207.0,USA
200504,Julie,Salmon,U,19650708.0,GBR
200505,Michelle,Bowrey,R,19700712.0,AUS
200506,Wiltrud,Probst,R,19690529.0,GER
200507,Kathrin,Keil,U,19621128.0,USA
200508,Virginie,Paquet,U,19670506.0,FRA
200509,Michelle,Turk,U,19670923.0,AUS
200510,Julie,Richardson,U,19670330.0,NZL
200511,Amy,Jonsson Raaholt,U,19670608.0,NOR
200512,Clare,Thompson,U,19630610.0,AUS
200513,Pamela,Jung,U,19630703.0,USA
200514,Monique,Javer,R,19670722.0,GBR
200515,Lindsay,Bartlett,U,19620731.0,USA
200516,Jennifer,Fuchs,U,19670702.0,USA
200517,Xanthe,Adams,U,19681114.0,AUS
200518,Paulette,Moreno,U,19690312.0,HKG
200519,Sybille,Niox Chateau,U,19691019.0,FRA
200520,Sarah,Loosemore,U,19710615.0,GBR
200521,Hellas,Ter Riet,U,19680621.0,NED
200522,Nicole,Krijger Jagerman,U,19670723.0,NED
200523,Olga,Tsarbopoulou,U,19680619.0,GRE
200524,Karen,Deed,U,19681029.0,AUS
200525,Jennifer,Goodling,U,19620426.0,USA
200526,Carol,Christian,U,19621009.0,USA
200527,Maria Christine,Damas,U,19661209.0,FRA
200528,Katie,Rickett,U,19680819.0,GBR
200529,Jill,Smoller,U,19640904.0,USA
200530,Radomira,Zrubakova,R,19701226.0,SVK
200531,Elizabeth,Galphin,U,19680826.0,USA
200532,Maider,Laval,U,19700518.0,FRA
200533,Pam,Casale Telford,R,19631220.0,USA
200534,Melissa,Brown,U,19680411.0,USA
200535,Jo Anne,Faull,U,19710113.0,AUS
200536,Stephanie,Faulkner,U,19690511.0,AUS
200537,Cynthia,Macgregor,U,19640326.0,USA
200538,Akemi,Nishiya,R,19650311.0,JPN
200539,Jana,Novotna,R,19681002.0,CZE
200540,Amy,Schwartz,U,19690902.0,USA
200541,Sherri,Norris,U,19640202.0,USA
200542,Clare,Wood,R,19680308.0,GBR
200543,Jill,Hetherington,U,19641027.0,CAN
200544,Celine,Cohen,U,19670305.0,SUI
200545,Ei,Iida,U,19670909.0,JPN
200546,Stephanie,Savides,U,19650206.0,USA
200547,Sandra,Wasserman,U,19700310.0,BEL
200548,Patty,Fendick,U,19650331.0,USA
200549,Penny,Barg Mager,R,19640411.0,USA
200550,Emmanuelle,Derly,U,19700430.0,FRA
200551,Teresa,Edgar,U,19690213.0,GBR
200552,Maria,Lindstrom,U,19630307.0,SWE
200553,Carin,Bakkum,U,19620725.0,NED
200554,Brenda,Schultz Mccarthy,R,19701228.0,NED
200555,Valda,Lake,U,19681011.0,GBR
200556,Wendy,Wood,U,19640420.0,USA
200557,Katrina,Adams,U,19680805.0,USA
200558,Leigh Anne,Eldredge,U,19641214.0,USA
200559,Kristine,Kunce,U,19700303.0,AUS
200560,Rene,Collins,L,19660114.0,CAN
200561,Cathy,Caverzasio,U,19720928.0,SUI
200562,Martina,Pawlik,U,19691208.0,GER
200563,Jane,Taylor,U,19721107.0,AUS
200564,Hester,Witvoet,U,19670707.0,NED
200565,Nathalie,Guerree Spitzer,U,19680707.0,FRA
200566,Donna,Faber,U,19710705.0,USA
200567,Jennifer,Santrock,U,19690226.0,USA
200568,Andrea,Farley,U,19710930.0,USA
200569,Petra,Pichalova Langrova,U,19700627.0,TCH
200570,Veronika,Martinek,U,19720403.0,GER
200571,Jonna,Jonerup,U,19690722.0,SWE
200572,Gabriela,Sabatini,R,19700516.0,ARG
200573,Cecilia,Dahlman,U,19680724.0,SWE
200574,Eva,Sviglerova,U,19710713.0,CZE
200575,Anna,Ivan,U,19660117.0,USA
200576,Nathalie,Herreman,U,19660328.0,FRA
200577,Louise,Stacey,U,19720110.0,AUS
200578,Rennae,Stubbs,R,19710326.0,AUS
200579,Karin,Kschwendt,R,19680914.0,AUT
200580,Kimberly,Kessaris,U,19730327.0,USA
200581,Tamaka,Takagi,U,19651230.0,JPN
200582,Maria,Strandlund Tomsvik,U,19690817.0,SWE
200583,Laxmi,Poruri,U,19721109.0,USA
200584,Laura,Golarsa,R,19671127.0,ITA
200585,Kathy,Horvath,U,19650825.0,USA
200586,Federica,Bonsignori,U,19671120.0,ITA
200587,Silke,Meier,U,19680713.0,GER
200588,Renata,Baranski,U,19650224.0,POL
200589,Halle,Cioffi,U,19690805.0,USA
200590,Gisele,Miro,U,19681101.0,BRA
200591,Ronni,Reis,U,19660510.0,USA
200592,Sandrine,Jaquet,U,19710414.0,SUI
200593,Karine,Quentrec,U,19691021.0,FRA
200594,Iwona,Kuczynska,U,19610222.0,POL
200595,Ann,Wunderlich,U,19701013.0,USA
200596,Sabine,Krein Auer,U,19661002.0,GER
200597,Mary Joe,Fernandez,R,19710819.0,USA
200598,Jeri,Ingram,U,19701211.0,USA
200599,Carrie,Cunningham,U,19720428.0,USA
200600,Simone,Schilder,U,19670407.0,NED
200601,Leila,Meskhi,U,19680105.0,GEO
200602,Shaun,Stafford,U,19681213.0,USA
200603,Justine,Hodder,U,19720310.0,AUS
200604,Barbara,Paulus,U,19700901.0,AUT
200605,Regina,Rajchrtova,U,19680205.0,TCH
200606,Nana,Smith,R,19710410.0,JPN
200607,Beate,Reinstadler,U,19670520.0,AUT
200608,Audra,Keller,U,19711117.0,USA
200609,Steffi,Menning,U,19710102.0,GER
200610,Stacey,Martin,U,19701113.0,USA
200611,Tracey,Morton Rodgers,U,19671218.0,AUS
200612,Natalia,Medvedeva,U,19711115.0,UKR
200613,Lise,Gregory,L,19630829.0,RSA
200614,Elena,Pampoulova,U,19720517.0,BUL
200615,Kristin,Godridge,U,19730207.0,HKG
200616,Pascale,Etchemendy,U,19660606.0,FRA
200617,Kimiko,Date Krumm,R,19700928.0,JPN
200618,Eva Maria,Schurhoff,U,19691208.0,GER
200619,Kate,Mcdonald,U,19700321.0,AUS
200620,Kirrily,Sharpe,U,19730225.0,AUS
200621,Isabelle,Demongeot,U,19660918.0,FRA
200622,Maya,Kidowaki,U,19690517.0,JPN
200623,Petra,Thoren,U,19690808.0,FIN
200624,Tami,Whitlinger Jones,U,19681113.0,USA
200625,Jana,Pospisilova,U,19700323.0,CZE
200626,Emanuela,Zardo,U,19700424.0,SUI
200627,Petra,Schwarz,U,19720524.0,AUT
200628,Sabrina,Goles,U,19650603.0,YUG
200629,Cristina,Tessi,U,19720720.0,ARG
200630,Laura,Gildemeister,U,19640112.0,PER
200631,Maria,Ekstrand,U,19700203.0,SWE
200632,Andrea,Strnadova,U,19720528.0,CZE
200633,Stacey,Schefflin,U,19680319.0,USA
200634,Elena,Brioukhovets,U,19710608.0,UKR
